dt,x,y,position,velocity,acceleration,jerk,heading
0.020000,1.797927,4.841010,0.000014,0.001371,0.068528,3.426412,0.000194
0.020000,1.797925,4.841010,0.000015,0.000068,-0.065143,-6.683548,0.000190
0.020000,1.797922,4.841010,0.000018,0.000152,0.004230,3.468628,0.000182
0.020000,1.797917,4.841010,0.000024,0.000271,0.005916,0.084306,0.000167
0.020000,1.797908,4.841010,0.000032,0.000422,0.007593,0.083859,0.000143
0.020000,1.797896,4.841010,0.000044,0.000608,0.009256,0.083127,0.000109
0.020000,1.797880,4.841010,0.000061,0.000826,0.010896,0.082039,0.000062
0.020000,1.797858,4.841010,0.000082,0.001076,0.012507,0.080524,0.000002
0.020000,1.798903,4.841010,0.001127,0.052222,2.557301,127.239720,6.283112
0.020000,1.800186,4.841010,0.002410,0.064185,0.598158,-97.957163,6.283021
0.020000,1.801684,4.841010,0.003908,0.074890,0.535261,-3.144841,6.282917
0.020000,1.803396,4.841009,0.005620,0.085601,0.535522,0.013036,6.282798
0.020000,1.805322,4.841008,0.007546,0.096313,0.535647,0.006255,6.282665
0.020000,1.807463,4.841007,0.009687,0.107033,0.535965,0.015903,6.282518
0.020000,1.809818,4.841005,0.012042,0.117757,0.536229,0.013195,6.282357
0.020000,1.812388,4.841003,0.014612,0.128488,0.536522,0.014647,6.282183
0.020000,1.815173,4.841000,0.017396,0.139225,0.536847,0.016240,6.281997
0.020000,1.818172,4.840996,0.020396,0.149969,0.537203,0.017823,6.281798
0.020000,1.821386,4.840991,0.023610,0.160721,0.537591,0.019395,6.281587
0.020000,1.824816,4.840985,0.027040,0.171481,0.538010,0.020955,6.281365
0.020000,1.828461,4.840978,0.030685,0.182250,0.538436,0.021286,6.281132
0.020000,1.832321,4.840970,0.034545,0.193027,0.538873,0.021873,6.280888
0.020000,1.836398,4.840960,0.038622,0.203816,0.539436,0.028119,6.280634
0.020000,1.840690,4.840948,0.042914,0.214613,0.539857,0.021084,6.280371
0.020000,1.845198,4.840935,0.047422,0.225423,0.540492,0.031753,6.280099
0.020000,1.849923,4.840920,0.052147,0.236243,0.541016,0.026181,6.279819
0.020000,1.854865,4.840903,0.057089,0.247075,0.541609,0.029647,6.279532
0.020000,1.860023,4.840883,0.062247,0.257920,0.542259,0.032490,6.279238
0.020000,1.865399,4.840861,0.067623,0.268778,0.542903,0.032229,6.278938
0.020000,1.870992,4.840836,0.073216,0.279650,0.543579,0.033765,6.278632
0.020000,1.876802,4.840809,0.079026,0.290536,0.544284,0.035280,6.278322
0.020000,1.882831,4.840779,0.085055,0.301436,0.545020,0.036774,6.278009
0.020000,1.889078,4.840745,0.091302,0.312352,0.545783,0.038167,6.277693
0.020000,1.895543,4.840709,0.097768,0.323282,0.546520,0.036824,6.277375
0.020000,1.902228,4.840669,0.104452,0.334230,0.547390,0.043509,6.277056
0.020000,1.909132,4.840625,0.111356,0.345194,0.548202,0.040585,6.276737
0.020000,1.916255,4.840578,0.118480,0.356175,0.549066,0.043210,6.276419
0.020000,1.923598,4.840528,0.125823,0.367174,0.549948,0.044113,6.276103
0.020000,1.931162,4.840473,0.133387,0.378192,0.550887,0.046927,6.275789
0.020000,1.938946,4.840414,0.141172,0.389228,0.551808,0.046051,6.275480
0.020000,1.946952,4.840351,0.149177,0.400284,0.552767,0.047995,6.275176
0.020000,1.955179,4.840284,0.157405,0.411359,0.553779,0.050573,6.274879
0.020000,1.963627,4.840213,0.165854,0.422455,0.554797,0.050894,6.274588
0.020000,1.972298,4.840137,0.174525,0.433572,0.555843,0.052330,6.274306
0.020000,1.981192,4.840057,0.183419,0.444710,0.556910,0.053312,6.274034
0.020000,1.990309,4.839972,0.192537,0.455870,0.558001,0.054584,6.273773
0.020000,1.999650,4.839883,0.201878,0.467053,0.559145,0.057203,6.273525
0.020000,2.009215,4.839789,0.211443,0.478259,0.560295,0.057478,6.273289
0.020000,2.019004,4.839691,0.221233,0.489488,0.561451,0.057828,6.273069
0.020000,2.029018,4.839589,0.231248,0.500742,0.562683,0.061588,6.272865
0.020000,2.039258,4.839482,0.241488,0.512019,0.563895,0.060588,6.272679
0.020000,2.049724,4.839371,0.251954,0.523323,0.565159,0.063214,6.272511
0.020000,2.060416,4.839257,0.262647,0.534652,0.566448,0.064463,6.272365
0.020000,2.071336,4.839138,0.273568,0.546007,0.567757,0.065426,6.272240
0.020000,2.082483,4.839015,0.284715,0.557389,0.569095,0.066903,6.272138
0.020000,2.093858,4.838889,0.296091,0.568798,0.570462,0.068349,6.272062
0.020000,2.105462,4.838760,0.307696,0.580235,0.571857,0.069763,6.272012
0.020000,2.117295,4.838627,0.319530,0.591701,0.573280,0.071147,6.271991
0.020000,2.129359,4.838492,0.331594,0.603195,0.574730,0.072498,6.271999
0.020000,2.141652,4.838355,0.343888,0.614719,0.576208,0.073898,6.272039
0.020000,2.154177,4.838216,0.356414,0.626274,0.577720,0.075574,6.272112
0.020000,2.166933,4.838075,0.369171,0.637859,0.579247,0.076385,6.272219
0.020000,2.179922,4.837933,0.382160,0.649475,0.580829,0.079099,6.272364
0.020000,2.193144,4.837792,0.395383,0.661124,0.582409,0.079007,6.272547
0.020000,2.206599,4.837650,0.408839,0.672804,0.584038,0.081435,6.272770
0.020000,2.220289,4.837509,0.422529,0.684519,0.585710,0.083587,6.273036
0.020000,2.234213,4.837370,0.436455,0.696266,0.587384,0.083729,6.273345
0.020000,2.248374,4.837233,0.450616,0.708048,0.589105,0.086042,6.273701
0.020000,2.262770,4.837099,0.465013,0.719865,0.590857,0.087601,6.274104
0.020000,2.277404,4.836970,0.479647,0.731718,0.592640,0.089133,6.274558
0.020000,2.292276,4.836845,0.494519,0.743607,0.594453,0.090638,6.275063
0.020000,2.307386,4.836726,0.509630,0.755534,0.596338,0.094255,6.275623
0.020000,2.322736,4.836615,0.524980,0.767498,0.598187,0.092443,6.276238
0.020000,2.338325,4.836512,0.540570,0.779500,0.600101,0.095698,6.276913
0.020000,2.354156,4.836418,0.556401,0.791542,0.602108,0.100368,6.277647
0.020000,2.370228,4.836336,0.572473,0.803623,0.604041,0.096666,6.278445
