dt,x,y,position,velocity,acceleration,jerk,heading
0.020000,9.727615,2.053270,5.390807,2.911646,-2.305828,-1.654426,3.294771
0.020000,9.671009,2.044394,5.448104,2.864860,-2.339286,-1.672867,3.299228
0.020000,9.615374,2.035462,5.504452,2.817389,-2.373583,-1.714850,3.302072
0.020000,9.560697,2.026568,5.559848,2.769811,-2.378879,-0.264824,3.303345
0.020000,9.506952,2.017799,5.614304,2.722780,-2.351550,1.366436,3.303083
0.020000,9.454115,2.009232,5.667831,2.676323,-2.322826,1.436203,3.301318
0.020000,9.402165,2.000943,5.720438,2.630369,-2.297736,1.254526,3.298078
0.020000,9.351082,1.992999,5.772135,2.584851,-2.275884,1.092577,3.293388
0.020000,9.300849,1.985466,5.822929,2.539716,-2.256750,0.956703,3.287270
0.020000,9.251454,1.978402,5.872828,2.494918,-2.239877,0.843682,3.279743
0.020000,9.202883,1.971863,5.921836,2.450428,-2.224526,0.767517,3.270823
0.020000,9.155129,1.965901,5.969961,2.406227,-2.210023,0.725176,3.260528
0.020000,9.108186,1.960562,6.017207,2.362318,-2.195462,0.728043,3.248873
0.020000,9.062047,1.955890,6.063581,2.318715,-2.180185,0.763833,3.235876
0.020000,9.016711,1.951924,6.109090,2.275453,-2.163059,0.856327,3.221556
0.020000,8.972176,1.948699,6.153742,2.232589,-2.143196,0.993157,3.205935
0.020000,8.928441,1.946247,6.197546,2.190197,-2.119634,1.178099,3.189041
0.020000,8.885505,1.944592,6.240514,2.148374,-2.091161,1.423612,3.170904
0.020000,8.843369,1.943759,6.282658,2.107233,-2.057051,1.705512,3.151564
0.020000,8.802031,1.943765,6.323996,2.066909,-2.016190,2.043073,3.131066
0.020000,8.761489,1.944625,6.364547,2.027551,-1.967893,2.414842,3.109464
0.020000,8.721740,1.946348,6.404334,1.989321,-1.911519,2.818682,3.086823
0.020000,8.682778,1.948942,6.443382,1.952386,-1.846714,3.240240,3.063215
0.020000,8.644597,1.952407,6.481720,1.916919,-1.773356,3.667907,3.038723
0.020000,8.607186,1.956744,6.519382,1.883082,-1.691845,4.075564,3.013437
0.020000,8.570533,1.961949,6.556402,1.851030,-1.602592,4.462643,2.987459
0.020000,8.534624,1.968014,6.592820,1.820896,-1.506711,4.794055,2.960897
0.020000,8.499441,1.974932,6.628676,1.792789,-1.405373,5.066893,2.933864
0.020000,8.464968,1.982690,6.664012,1.766779,-1.300484,5.244448,2.906479
0.020000,8.431184,1.991276,6.698870,1.742906,-1.193641,5.342175,2.878862
0.020000,8.398069,2.000676,6.733293,1.721169,-1.086877,5.338163,2.851132
0.020000,8.365602,2.010872,6.767323,1.701523,-0.982285,5.229600,2.823407
0.020000,8.333763,2.021848,6.801001,1.683887,-0.881814,5.023585,2.795802
0.020000,8.302532,2.033585,6.834364,1.668155,-0.786587,4.761338,2.768421
0.020000,8.271892,2.046062,6.867448,1.654167,-0.699408,4.358961,2.741364
0.020000,8.241825,2.059258,6.900283,1.641760,-0.620320,3.954377,2.714721
0.020000,8.212316,2.073150,6.932898,1.630768,-0.549635,3.534232,2.688569
0.020000,8.183351,2.087712,6.965318,1.620968,-0.489976,2.982963,2.662976
0.020000,8.149747,2.105392,7.003289,1.898580,13.880589,718.528242,2.660019
0.020000,8.110386,2.125706,7.047583,2.214702,15.806128,96.276986,2.670048
0.020000,8.071653,2.145243,7.090964,2.169018,-2.284226,-904.517695,2.678618
0.020000,8.033564,2.164080,7.133457,2.124670,-2.217421,3.340215,2.685804
0.020000,7.996127,2.182291,7.175088,2.081534,-2.156781,3.032037,2.691674
0.020000,7.959355,2.199942,7.215877,2.039486,-2.102420,2.718021,2.696288
0.020000,7.923253,2.217093,7.255846,1.998417,-2.053414,2.450309,2.699703
0.020000,7.887830,2.233798,7.295010,1.958217,-2.009988,2.171298,2.701967
0.020000,7.853093,2.250108,7.333386,1.918788,-1.971459,1.926429,2.703123
0.020000,7.819047,2.266067,7.370987,1.880038,-1.937509,1.697519,2.703210
0.020000,7.785698,2.281716,7.407824,1.841884,-1.907715,1.489683,2.702261
0.020000,7.753054,2.297094,7.443909,1.804249,-1.881734,1.299090,2.700306
0.020000,7.721119,2.312232,7.479251,1.767066,-1.859172,1.128089,2.697370
0.020000,7.689900,2.327162,7.513856,1.730273,-1.839651,0.976017,2.693474
0.020000,7.659403,2.341911,7.547732,1.693815,-1.822861,0.839500,2.688638
0.020000,7.629634,2.356503,7.580885,1.657649,-1.808338,0.726171,2.682878
0.020000,7.600599,2.370959,7.613320,1.621731,-1.795880,0.622910,2.676208
0.020000,7.572305,2.385299,7.645041,1.586031,-1.785002,0.543897,2.668641
0.020000,7.544757,2.399539,7.676051,1.550521,-1.775522,0.474002,2.660186
0.020000,7.517962,2.413693,7.706355,1.515184,-1.766854,0.433401,2.650855
0.020000,7.491925,2.427773,7.735955,1.480008,-1.758791,0.403129,2.640655
0.020000,7.466652,2.441790,7.764855,1.444988,-1.750967,0.391196,2.629596
0.020000,7.442147,2.455751,7.793057,1.410133,-1.742771,0.409840,2.617686
0.020000,7.418415,2.469662,7.820566,1.375450,-1.734138,0.431633,2.604936
0.020000,7.395458,2.483528,7.847385,1.340963,-1.724363,0.488737,2.591357
0.020000,7.373279,2.497351,7.873519,1.306697,-1.713308,0.552769,2.576961
0.020000,7.351879,2.511132,7.898973,1.272692,-1.700226,0.654083,2.561762
0.020000,7.331257,2.524872,7.923753,1.238994,-1.684935,0.764565,2.545778
0.020000,7.311411,2.538568,7.947866,1.205653,-1.667031,0.895209,2.529030
0.020000,7.292339,2.552219,7.971321,1.172731,-1.646079,1.047597,2.511540
0.020000,7.274033,2.565821,7.994127,1.140302,-1.621494,1.229239,2.493336
0.020000,7.256487,2.579371,8.016295,1.108428,-1.593675,1.390940,2.474450
0.020000,7.239692,2.592864,8.037839,1.077195,-1.561675,1.600015,2.454918
0.020000,7.223636,2.606296,8.058773,1.046681,-1.525680,1.799734,2.434780
0.020000,7.208306,2.619663,8.079112,1.016967,-1.485672,2.000413,2.414080
0.020000,7.193685,2.632960,8.098875,0.988134,-1.441675,2.199836,2.392870
0.020000,7.179758,2.646183,8.118080,0.960259,-1.393756,2.395966,2.371202
0.020000,7.166504,2.659330,8.136748,0.933411,-1.342413,2.567119,2.349134
