dt,x,y,position,velocity,acceleration,jerk,heading
0.020000,14.800628,2.622103,0.000014,0.001410,0.070511,3.525543,3.106500
0.020000,14.800631,2.622103,0.000018,0.000190,-0.060993,-6.575200,3.106511
0.020000,14.800640,2.622103,0.000026,0.000428,0.011896,3.644451,3.106535
0.020000,14.800655,2.622102,0.000042,0.000761,0.016651,0.237740,3.106578
0.020000,14.800679,2.622101,0.000065,0.001189,0.021400,0.237468,3.106645
0.020000,14.800713,2.622100,0.000100,0.001712,0.026140,0.237021,3.106741
0.020000,14.800760,2.622098,0.000146,0.002329,0.030868,0.236358,3.106872
0.020000,14.800345,2.622113,0.000562,0.020759,0.921502,44.531743,3.107043
0.020000,14.799280,2.622149,0.001627,0.053268,1.625410,35.195364,3.107260
0.020000,14.797966,2.622194,0.002942,0.065766,0.624922,-50.024398,3.107527
0.020000,14.796375,2.622248,0.004534,0.079582,0.690809,3.294356,3.107849
0.020000,14.794482,2.622312,0.006428,0.094718,0.756805,3.299800,3.108233
0.020000,14.792259,2.622386,0.008652,0.111173,0.822749,3.297190,3.108682
0.020000,14.789682,2.622470,0.011231,0.128950,0.888812,3.303141,3.109203
0.020000,14.786735,2.622564,0.014178,0.147392,0.922102,1.664515,3.109796
0.020000,14.783420,2.622669,0.017495,0.165840,0.922442,0.017006,3.110463
0.020000,14.779736,2.622782,0.021181,0.184299,0.922925,0.024154,3.111202
0.020000,14.775682,2.622904,0.025237,0.202767,0.923401,0.023788,3.112012
0.020000,14.771259,2.623033,0.029662,0.221247,0.923977,0.028815,3.112894
0.020000,14.766467,2.623168,0.034456,0.239738,0.924585,0.030374,3.113846
0.020000,14.761304,2.623309,0.039621,0.258243,0.925225,0.032011,3.114867
0.020000,14.755770,2.623453,0.045156,0.276761,0.925923,0.034923,3.115958
0.020000,14.749866,2.623601,0.051062,0.295296,0.926732,0.040447,3.117116
0.020000,14.743591,2.623751,0.057339,0.313846,0.927514,0.039084,3.118342
0.020000,14.736944,2.623901,0.063988,0.332414,0.928384,0.043487,3.119634
0.020000,14.729926,2.624051,0.071008,0.351000,0.929312,0.046428,3.120991
0.020000,14.722535,2.624198,0.078400,0.369606,0.930278,0.048286,3.122411
0.020000,14.714772,2.624341,0.086164,0.388233,0.931362,0.054215,3.123895
0.020000,14.706636,2.624479,0.094302,0.406880,0.932377,0.050757,3.125440
