dt,x,y,position,velocity,acceleration,jerk,heading
0.020000,14.813100,2.977384,0.000014,0.001410,0.070511,3.525543,3.106500
0.020000,14.813100,2.977384,0.000071,0.004231,0.141022,3.525543,3.106511
0.020000,14.813100,2.977384,0.000197,0.008461,0.211533,3.525543,3.106535
0.020000,14.813100,2.977384,0.000423,0.014102,0.282043,3.525543,3.106578
0.020000,14.813100,2.977384,0.000776,0.021153,0.352554,3.525543,3.106645
0.020000,14.813100,2.977384,0.001283,0.029615,0.423065,3.525543,3.106741
0.020000,14.813100,2.977384,0.001974,0.039486,0.493576,3.525543,3.106872
0.020000,14.812625,2.977401,0.002877,0.050768,0.564087,3.525543,3.107043
0.020000,14.811483,2.977440,0.004019,0.063460,0.634598,3.525543,3.107260
0.020000,14.810074,2.977488,0.005429,0.077562,0.705109,3.525543,3.107527
0.020000,14.808368,2.977546,0.007136,0.093074,0.775619,3.525543,3.107849
0.020000,14.806339,2.977614,0.009166,0.109997,0.846130,3.525543,3.108233
0.020000,14.803957,2.977693,0.011550,0.128330,0.916641,3.525543,3.108682
0.020000,14.801194,2.977783,0.014314,0.148073,0.987152,3.525543,3.109203
0.020000,14.798037,2.977885,0.017473,0.167816,0.987152,-0.000000,3.109796
0.020000,14.794485,2.977996,0.021026,0.187559,0.987152,0.000000,3.110463
0.020000,14.790538,2.978118,0.024975,0.207302,0.987152,0.000000,3.111202
0.020000,14.786197,2.978248,0.029318,0.227045,0.987152,0.000000,3.112012
0.020000,14.781460,2.978386,0.034057,0.246788,0.987152,-0.000000,3.112894
0.020000,14.776329,2.978531,0.039190,0.266531,0.987152,0.000000,3.113846
0.020000,14.770803,2.978682,0.044718,0.286274,0.987152,-0.000000,3.114867
0.020000,14.764882,2.978837,0.050641,0.306017,0.987152,0.000000,3.115958
0.020000,14.758567,2.978995,0.056959,0.325760,0.987152,-0.000000,3.117116
0.020000,14.751856,2.979155,0.063671,0.345503,0.987152,0.000000,3.118342
0.020000,14.744750,2.979316,0.070779,0.365246,0.987152,0.000000,3.119634
0.020000,14.737250,2.979475,0.078281,0.384989,0.987152,0.000000,3.120991
0.020000,14.729354,2.979632,0.086178,0.404732,0.987152,-0.000000,3.122411
0.020000,14.721063,2.979785,0.094470,0.424475,0.987152,0.000000,3.123895
0.020000,14.712378,2.979932,0.103157,0.444218,0.987152,0.000000,3.125440
0.020000,14.703297,2.980072,0.112239,0.463961,0.987152,0.000000,3.127046
0.020000,14.693821,2.980202,0.121716,0.483704,0.987152,-0.000000,3.128710
0.020000,14.683950,2.980320,0.131587,0.503448,0.987152,0.000000,3.130432
0.020000,14.673684,2.980426,0.141854,0.523191,0.987152,0.000000,3.132210
0.020000,14.663024,2.980516,0.152515,0.542934,0.987152,-0.000000,3.134043
0.020000,14.651968,2.980589,0.163571,0.562677,0.987152,0.000000,3.135928
0.020000,14.640517,2.980643,0.175022,0.582420,0.987152,0.000000,3.137865
0.020000,14.628671,2.980675,0.186868,0.602163,0.987152,0.000000,3.139851
0.020000,14.616430,2.980684,0.199109,0.621906,0.987152,-0.000000,3.141884
0.020000,14.603795,2.980667,0.211744,0.641649,0.987152,0.000000,3.143964
0.020000,14.590765,2.980622,0.224775,0.661392,0.987152,0.000000,3.146087
0.020000,14.577339,2.980548,0.238200,0.681135,0.987152,-0.000000,3.148252
0.020000,14.563520,2.980440,0.252020,0.700878,0.987152,0.000000,3.150457
0.020000,14.549305,2.980298,0.266235,0.720621,0.987152,0.000000,3.152699
0.020000,14.534697,2.980119,0.280845,0.740364,0.987152,0.000000,3.154977
0.020000,14.519694,2.979901,0.295849,0.760107,0.987152,-0.000000,3.157287
0.020000,14.504296,2.979641,0.311249,0.779850,0.987152,0.000000,3.159629
0.020000,14.488505,2.979338,0.327043,0.799593,0.987152,-0.000000,3.161998
0.020000,14.472319,2.978988,0.343233,0.819336,0.987152,0.000000,3.164394
0.020000,14.455740,2.978590,0.359817,0.839079,0.987152,0.000000,3.166812
0.020000,14.438767,2.978141,0.376796,0.858822,0.987152,-0.000000,3.169251
0.020000,14.421400,2.977639,0.394170,0.878565,0.987152,0.000000,3.171708
0.020000,14.403640,2.977082,0.411939,0.898308,0.987152,-0.000000,3.174180
0.020000,14.385487,2.976468,0.430102,0.918051,0.987152,0.000000,3.176665
0.020000,14.366941,2.975794,0.448661,0.937794,0.987152,-0.000000,3.179159
0.020000,14.348002,2.975058,0.467614,0.957537,0.987152,-0.000000,3.181659
0.020000,14.328670,2.974259,0.486962,0.977280,0.987152,0.000000,3.184162
0.020000,14.308946,2.973394,0.506705,0.997024,0.987152,-0.000000,3.186666
0.020000,14.288830,2.972461,0.526843,1.016767,0.987152,0.000000,3.189167
0.020000,14.268321,2.971459,0.547376,1.036510,0.987152,-0.000000,3.191662
0.020000,14.247421,2.970386,0.568303,1.056253,0.987152,0.000000,3.194148
0.020000,14.226130,2.969239,0.589626,1.075996,0.987152,0.000000,3.196621
0.020000,14.204447,2.968018,0.611343,1.095739,0.987152,-0.000000,3.199077
0.020000,14.182373,2.966720,0.633455,1.115482,0.987152,0.000000,3.201515
0.020000,14.159908,2.965345,0.655963,1.135225,0.987152,0.000000,3.203928
0.020000,14.137052,2.963891,0.678864,1.154968,0.987152,-0.000000,3.206316
0.020000,14.113806,2.962357,0.702161,1.174711,0.987152,0.000000,3.208672
0.020000,14.090169,2.960741,0.725853,1.194454,0.987152,0.000000,3.210995
0.020000,14.066143,2.959043,0.749939,1.214197,0.987152,0.000000,3.213280
0.020000,14.041726,2.957262,0.774421,1.233940,0.987152,-0.000000,3.215523
0.020000,14.016920,2.955397,0.799297,1.253683,0.987152,0.000000,3.217720
0.020000,13.991724,2.953448,0.824568,1.273426,0.987152,0.000000,3.219868
0.020000,13.966139,2.951414,0.850234,1.293169,0.987152,-0.000000,3.221962
0.020000,13.940164,2.949295,0.876295,1.312912,0.987152,0.000000,3.223999
0.020000,13.913801,2.947091,0.902751,1.332655,0.987152,0.000000,3.225974
0.020000,13.887048,2.944803,0.929601,1.352398,0.987152,0.000000,3.227883
0.020000,13.859906,2.942429,0.956846,1.372141,0.987152,-0.000000,3.229722
0.020000,13.832375,2.939972,0.984487,1.391884,0.987152,-0.000000,3.231486
0.020000,13.804455,2.937432,1.012522,1.411627,0.987152,0.000000,3.233172
0.020000,13.776147,2.934809,1.040952,1.431370,0.987152,-0.000000,3.234774
0.020000,13.747449,2.932105,1.069777,1.451113,0.987152,0.000000,3.236289
0.020000,13.718362,2.929321,1.098996,1.470856,0.987152,0.000000,3.237712
0.020000,13.688886,2.926459,1.128611,1.490600,0.987152,0.000000,3.239038
0.020000,13.659021,2.923521,1.158620,1.510343,0.987152,0.000000,3.240263
0.020000,13.628766,2.920508,1.189025,1.530086,0.987152,-0.000000,3.241381
0.020000,13.598122,2.917424,1.219824,1.549829,0.987152,0.000000,3.242389
0.020000,13.567088,2.914271,1.251018,1.569572,0.987152,0.000000,3.243281
0.020000,13.535663,2.911052,1.282607,1.589315,0.987152,0.000000,3.244053
0.020000,13.503848,2.907770,1.314590,1.609058,0.987152,-0.000000,3.244699
0.020000,13.471643,2.904429,1.346969,1.628801,0.987152,0.000000,3.245215
0.020000,13.439046,2.901032,1.379742,1.648544,0.987152,-0.000000,3.245596
0.020000,13.406057,2.897584,1.412911,1.668287,0.987152,0.000000,3.245836
0.020000,13.372676,2.894090,1.446474,1.688030,0.987152,0.000000,3.245930
0.020000,13.338903,2.890554,1.480432,1.707773,0.987152,0.000000,3.245873
0.020000,13.304736,2.886981,1.514785,1.727516,0.987152,-0.000000,3.245659
0.020000,13.270176,2.883378,1.549532,1.747259,0.987152,0.000000,3.245284
0.020000,13.235221,2.879749,1.584675,1.767002,0.987152,0.000000,3.244741
0.020000,13.199871,2.876102,1.620213,1.786745,0.987152,0.000000,3.244025
0.020000,13.164126,2.872444,1.656145,1.806488,0.987152,-0.000000,3.243131
0.020000,13.127984,2.868780,1.692472,1.826231,0.987152,0.000000,3.242053
0.020000,13.091445,2.865120,1.729194,1.845974,0.987152,0.000000,3.240784
0.020000,13.054507,2.861471,1.766311,1.865717,0.987152,0.000000,3.239320
0.020000,13.017172,2.857841,1.803823,1.885460,0.987152,-0.000000,3.237654
0.020000,12.979437,2.854240,1.841729,1.905203,0.987152,-0.000000,3.235780
0.020000,12.941301,2.850677,1.880031,1.924946,0.987152,0.000000,3.233693
0.020000,12.902765,2.847162,1.918727,1.944689,0.987152,0.000000,3.231385
0.020000,12.863827,2.843705,1.957819,1.964432,0.987152,0.000000,3.228851
0.020000,12.824486,2.840318,1.997305,1.984176,0.987152,0.000000,3.226085
0.020000,12.784743,2.837011,2.037186,2.003919,0.987152,-0.000000,3.223080
0.020000,12.744595,2.833798,2.077461,2.023662,0.987152,0.000000,3.219831
0.020000,12.704044,2.830689,2.118132,2.043405,0.987152,0.000000,3.216330
0.020000,12.663087,2.827699,2.159198,2.063148,0.987152,-0.000000,3.212572
0.020000,12.621725,2.824841,2.200658,2.082891,0.987152,0.000000,3.208549
0.020000,12.579958,2.822129,2.242513,2.102634,0.987152,0.000000,3.204257
0.020000,12.537785,2.819579,2.284763,2.122377,0.987152,-0.000000,3.199687
0.020000,12.495206,2.817206,2.327408,2.142120,0.987152,0.000000,3.194835
0.020000,12.452222,2.815025,2.370448,2.161863,0.987152,-0.000000,3.189694
0.020000,12.411510,2.812999,2.413883,2.181606,0.987152,0.000000,3.202238
0.020000,12.367816,2.809577,2.457712,2.201349,0.987152,0.000000,3.237339
0.020000,12.323879,2.804567,2.501937,2.221092,0.987152,0.000000,3.272890
0.020000,12.279758,2.797935,2.546556,2.240835,0.987152,-0.000000,3.308680
0.020000,12.235514,2.789654,2.591570,2.260578,0.987152,0.000000,3.344482
0.020000,12.191209,2.779713,2.636979,2.280321,0.987152,-0.000000,3.380059
0.020000,12.146902,2.768111,2.682783,2.300064,0.987152,0.000000,3.415170
0.020000,12.102646,2.754862,2.728982,2.319807,0.987152,0.000000,3.449579
0.020000,12.058491,2.739992,2.775575,2.339550,0.987152,-0.000000,3.483061
0.020000,12.014480,2.723538,2.822564,2.359293,0.987152,0.000000,3.515408
0.020000,11.970647,2.705548,2.869947,2.379036,0.987152,0.000000,3.546434
0.020000,11.927018,2.686077,2.917725,2.398779,0.987152,-0.000000,3.575976
0.020000,11.883611,2.665189,2.965898,2.418522,0.987152,0.000000,3.603898
0.020000,11.840434,2.642953,3.014466,2.438265,0.987152,-0.000000,3.630088
0.020000,11.797486,2.619443,3.063429,2.458008,0.987152,0.000000,3.654460
0.020000,11.754759,2.594736,3.112786,2.477752,0.987152,-0.000000,3.676946
0.020000,11.712236,2.568909,3.162539,2.497495,0.987152,0.000000,3.697497
0.020000,11.669892,2.542044,3.212686,2.517238,0.987152,0.000000,3.716078
0.020000,11.627698,2.514221,3.263228,2.536981,0.987152,0.000000,3.732665
0.020000,11.585616,2.485522,3.314165,2.556724,0.987152,-0.000000,3.747242
0.020000,11.543605,2.456027,3.365497,2.576467,0.987152,0.000000,3.759796
0.020000,11.501615,2.425819,3.417224,2.596210,0.987152,0.000000,3.770316
0.020000,11.459596,2.394980,3.469346,2.615953,0.987152,-0.000000,3.778788
