0.1,-374.0,0.0
0.1,-374.0,-0.0
0.1,-374.00196743837336,-0.0785681131993636
0.1,-374.0311700390959,-0.6193028756290648
0.1,-374.1552278646774,-2.039130844788388
0.1,-374.47946163167984,-4.668926810099386
0.1,-375.1365831851678,-8.721125463178048
0.1,-376.27370473865574,-14.268926810099389
0.1,-378.0379385056582,-21.239130844788384
0.1,-380.56199633123964,-29.41930287562906
0.1,-383.9511989319622,-38.47856811319936
0.1,-388.27316637033556,-48.0
0.1,-393.5511989319622,-57.52143188680065
0.1,-399.76199633123963,-66.58069712437094
0.1,-406.8379385056582,-74.76086915521161
0.1,-414.6737047386558,-81.73107318990061
0.1,-423.1365831851678,-87.27887453682195
0.1,-432.0794616316798,-91.33107318990061
0.1,-441.35522786467743,-93.96086915521163
0.1,-450.8311700390959,-95.38069712437094
0.1,-460.4019674383734,-95.92143188680063
0.1,-470.0,-96.0
0.1,-479.6,-96.0
0.1,-489.20000000000005,-96.0
0.1,-498.8,-96.0
0.1,-508.40000000000003,-96.0
0.1,-518.0,-96.0
0.1,-527.6,-96.0
0.1,-537.2,-96.0
0.1,-546.8,-96.0
0.1,-556.4000000000001,-96.0
0.1,-566.0,-96.0
0.1,-575.6,-96.0
0.1,-585.2,-96.0
0.1,-594.8,-96.0
0.1,-604.4000000000001,-96.0
0.1,-613.9997716974527,-95.98435373014634
0.1,-623.587696225283,-95.69044883215206
0.1,-633.1139949301698,-94.68290400692288
0.1,-642.4879952409763,-92.59048731836326
0.1,-651.5869468701466,-89.14816164710726
0.1,-660.2680374671038,-84.2230283703841
0.1,-668.3823720861567,-77.82733640517422
0.1,-675.7895480611951,-70.11728319887214
0.1,-682.3713985968927,-61.37772503484354
0.1,-688.0435597579499,-51.994293314699206
0.1,-692.7637285988783,-42.41564626985364
0.1,-696.535804071048,-33.10955116784787
0.1,-699.4095053661613,-24.517095993077078
0.1,-701.4755050553549,-17.00951268163665
0.1,-702.8565534261845,-10.851838352892683
0.1,-703.6954628292272,-6.176971629615862
0.1,-704.1411282101744,-2.9726635948256885
0.1,-704.333952235136,-1.082716801127818
0.1,-704.3921016994383,-0.22227496515644482
0.1,-704.3999405383811,-0.005706685300725768
0.1,-704.4,-0.0
0.1,-704.4,-0.0
0.1,-704.4,-0.0
0.1,-704.4,-0.0
0.1,-704.4,-0.0
0.1,-704.4,-0.0
0.1,-704.4,-0.0
0.1,-704.4,-0.0
0.1,-704.4,-0.0
0.1,-704.4,-0.0
0.1,-704.4,-0.0
0.1,-704.4,-0.0
0.1,-704.4,-0.0
0.1,-704.4,-0.0
0.1,-704.4,-0.0
0.1,-704.4,-0.0
0.1,-704.4,-0.0
0.1,-704.4,-0.0
0.1,-704.4,-0.0
0.1,-704.4,-0.0
0.1,-704.4,-0.0
0.1,-704.4,-0.0
0.1,-704.4,-0.0
0.1,-704.4,-0.0
0.1,-704.4,-0.0
0.1,-704.4,-0.0
0.1,-704.4,-0.0
0.1,-704.4,-0.0
0.1,-704.4,-0.0
0.1,-704.4,-0.0
0.1,-704.4,-0.0
0.1,-704.4,-0.0
0.1,-704.4,-0.0
0.1,-704.4,-0.0
0.1,-704.4,-0.0
0.1,-704.4,-0.0
0.1,-704.4,-0.0
0.1,-704.4,-0.0
0.1,-704.4,-0.0
0.1,-704.4,-0.0
0.1,-704.4,-0.0
0.1,-704.4,-0.0
0.1,-704.4,-0.0
0.1,-704.4,-0.0
0.1,-704.4,-0.0
0.1,-704.4,-0.0
0.1,-704.4,-0.0
0.1,-704.4,-0.0
0.1,-704.4,-0.0
0.1,-704.4,-0.0
0.1,-704.4,-0.0
0.1,-704.4,-0.0
0.1,-704.4,-0.0
0.1,-704.4,-0.0
0.1,-704.4,-0.0
0.1,-704.4,-0.0
0.1,-704.4,-0.0
0.1,-704.4,-0.0
0.1,-704.4,-0.0
0.1,-704.4,-0.0
0.1,-704.4,-0.0
0.1,-704.4,-0.0
0.1,-704.4,-0.0
0.1,-704.4,-0.0
0.1,-704.4,-0.0
0.1,-704.4,0.0
