dt,x,y,position,velocity,acceleration,jerk,heading
0.020000,3.641920,4.653131,1.876367,0.992750,-0.333345,-0.037066,0.123279
0.020000,3.661492,4.655550,1.896089,0.986068,-0.334081,-0.036795,0.122690
0.020000,3.680933,4.657941,1.915676,0.979372,-0.334811,-0.036529,0.122068
0.020000,3.700242,4.660304,1.935129,0.972661,-0.335537,-0.036268,0.121415
0.020000,3.719419,4.662637,1.954448,0.965936,-0.336257,-0.036011,0.120730
0.020000,3.738464,4.664941,1.973632,0.959196,-0.336972,-0.035757,0.120017
0.020000,3.757377,4.667214,1.992681,0.952443,-0.337682,-0.035507,0.119274
0.020000,3.776157,4.669458,2.011594,0.945675,-0.338387,-0.035255,0.118502
0.020000,3.794804,4.671670,2.030372,0.938893,-0.339077,-0.034463,0.117703
0.020000,3.813318,4.673852,2.049014,0.932098,-0.339781,-0.035213,0.116878
0.020000,3.831698,4.676002,2.067520,0.925288,-0.340471,-0.034514,0.116026
0.020000,3.849945,4.678121,2.085889,0.918466,-0.341140,-0.033452,0.115150
0.020000,3.868058,4.680208,2.104122,0.911629,-0.341835,-0.034766,0.114248
0.020000,3.886037,4.682262,2.122217,0.904779,-0.342495,-0.032973,0.113324
0.020000,3.903881,4.684284,2.140176,0.897916,-0.343176,-0.034063,0.112376
0.020000,3.921590,4.686274,2.157996,0.891039,-0.343824,-0.032376,0.111406
0.020000,3.939164,4.688232,2.175679,0.884149,-0.344496,-0.033611,0.110415
0.020000,3.956603,4.690156,2.193224,0.877246,-0.345143,-0.032375,0.109403
0.020000,3.973907,4.692048,2.210631,0.870331,-0.345787,-0.032165,0.108371
0.020000,3.991075,4.693906,2.227899,0.863402,-0.346437,-0.032503,0.107320
0.020000,4.008106,4.695732,2.245028,0.856460,-0.347074,-0.031839,0.106250
0.020000,4.025001,4.697525,2.262018,0.849506,-0.347706,-0.031603,0.105163
0.020000,4.041760,4.699284,2.278869,0.842540,-0.348333,-0.031366,0.104058
0.020000,4.058382,4.701011,2.295580,0.835560,-0.348956,-0.031130,0.102937
0.020000,4.074867,4.702704,2.312152,0.828569,-0.349573,-0.030892,0.101800
0.020000,4.091214,4.704365,2.328583,0.821565,-0.350186,-0.030652,0.100649
0.020000,4.107423,4.705992,2.344874,0.814549,-0.350795,-0.030409,0.099483
0.020000,4.123495,4.707587,2.361024,0.807521,-0.351398,-0.030164,0.098303
0.020000,4.139428,4.709149,2.377034,0.800481,-0.351996,-0.029914,0.097110
0.020000,4.155223,4.710678,2.392903,0.793430,-0.352589,-0.029659,0.095905
0.020000,4.170879,4.712174,2.408630,0.786366,-0.353177,-0.029398,0.094689
0.020000,4.186396,4.713638,2.424216,0.779291,-0.353754,-0.028852,0.093461
0.020000,4.201773,4.715070,2.439660,0.772204,-0.354338,-0.029169,0.092223
0.020000,4.217011,4.716470,2.454962,0.765106,-0.354909,-0.028565,0.090975
0.020000,4.232109,4.717838,2.470122,0.757997,-0.355473,-0.028191,0.089719
0.020000,4.247067,4.719174,2.485139,0.750876,-0.356039,-0.028302,0.088454
0.020000,4.261885,4.720479,2.500014,0.743744,-0.356592,-0.027642,0.087181
0.020000,4.276562,4.721752,2.514746,0.736601,-0.357146,-0.027702,0.085900
0.020000,4.291098,4.722994,2.529335,0.729447,-0.357691,-0.027246,0.084614
0.020000,4.305492,4.724206,2.543781,0.722283,-0.358232,-0.027060,0.083321
0.020000,4.319746,4.725387,2.558083,0.715107,-0.358767,-0.026745,0.082023
0.020000,4.333857,4.726538,2.572241,0.707921,-0.359297,-0.026499,0.080720
0.020000,4.347827,4.727659,2.586256,0.700725,-0.359824,-0.026341,0.079413
0.020000,4.361654,4.728750,2.600126,0.693518,-0.360341,-0.025878,0.078102
0.020000,4.375339,4.729812,2.613852,0.686301,-0.360855,-0.025696,0.076789
0.020000,4.388881,4.730845,2.627434,0.679074,-0.361364,-0.025428,0.075473
0.020000,4.402280,4.731849,2.640871,0.671836,-0.361867,-0.025154,0.074155
0.020000,4.415536,4.732825,2.654162,0.664589,-0.362364,-0.024874,0.072836
0.020000,4.428649,4.733773,2.667309,0.657332,-0.362856,-0.024586,0.071516
0.020000,4.441617,4.734694,2.680310,0.650065,-0.363342,-0.024290,0.070196
0.020000,4.454442,4.735587,2.693166,0.642789,-0.363821,-0.023985,0.068876
0.020000,4.467123,4.736453,2.705876,0.635503,-0.364302,-0.024013,0.067557
0.020000,4.479659,4.737293,2.718440,0.628207,-0.364770,-0.023446,0.066239
0.020000,4.492050,4.738107,2.730858,0.620903,-0.365228,-0.022850,0.064923
0.020000,4.504296,4.738895,2.743130,0.613589,-0.365686,-0.022901,0.063610
0.020000,4.516398,4.739658,2.755255,0.606266,-0.366154,-0.023410,0.062300
0.020000,4.528354,4.740396,2.767234,0.598934,-0.366577,-0.021148,0.060993
0.020000,4.540164,4.741110,2.779066,0.591594,-0.367041,-0.023226,0.059690
0.020000,4.551829,4.741799,2.790751,0.584245,-0.367453,-0.020569,0.058391
0.020000,4.563347,4.742465,2.802289,0.576886,-0.367909,-0.022819,0.057098
